_id,Protocolo,data,hora,natureza,situacao,bairro,endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,sentido_via,tipo,auto,moto,ciclista,pedestre,onibus,caminhao,viatura,vitimas,vitimasfatais
796,202307990,2023-04-12 0:00:00,8:31:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,"EM FRENTE AO POSTO BR, SENT. BOA VIAGEM",SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
797,202307995,2023-04-12 0:00:00,8:51:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV JOAO CABRAL DE MELO NETO,,PRÓX. AO LAVA A JATO DO BRUNO,SAN MARTIN,,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,1,0
798,202308000,2023-04-11 0:00:00,12:06:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,,,CASA AMARELA,CIDADE,TOMBAMENTO,0,1,0,0,0,0,0,1,0
799,202308022,2023-04-12 0:00:00,12:11:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE À MEDICAL,ESPINHEIRO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
800,202308032,2023-04-12 0:00:00,1:36:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,ESQUINA DO GERALDAO S/T AEROPORTO,IMBIRIBEIRA,,ENGAVETAMENTO,3,0,0,0,0,0,0,1,0
801,202308042,2023-04-12 0:00:00,3:37:00,COM VÍTIMA,FINALIZADA,CAMPINA DO BARRETO,RUA CORONEL URBANO RIBEIRO DE SENA,,PROX ACADEMIA DA CIDADE,CAMPINA DO BARRETO,,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0
802,202308047,2023-04-12 0:00:00,5:38:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,,PROX AO SENAI,SANTO AMARO,,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,1,0
803,202308048,2023-04-12 0:00:00,6:11:00,SEM VÍTIMA,FINALIZADA,ILHA JOANA BEZERRA,AV MARTIN LUTHER KING,,ACADEMIA DA CIDADE DE JOANA BEZERRA,ILHA JOANA BEZERRA,,ATROPELAMENTO DE ANIMAL,0,0,0,0,0,0,1,0,0
804,202308082,2023-04-13 0:00:00,7:53:00,COM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,,,PRADO,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
805,202308095,2023-04-13 0:00:00,10:43:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA AUGUSTO CALHEIROS,,EM FRENTE A IMPORT PNEUS,AFOGADOS,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
806,202308099,2023-04-13 0:00:00,11:43:00,COM VÍTIMA,FINALIZADA,PINA,RUA NOGUEIRA DE SOUZA,,PRÓX. AO CALDINHO DO NENÊ E DO SHOPPING RIO MAR,PINA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
807,202308114,2023-04-13 0:00:00,2:39:00,SEM VÍTIMA,CANCELADA,GRAÇAS,RUA CARDEAL ARCOVERDE,,LANCHONETE PARADA OBRIGATORIA,GRAÇAS,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0
808,202308121,2023-04-13 0:00:00,3:28:00,SEM VÍTIMA,CANCELADA,ILHA JOANA BEZERRA,PTE JOSE DE BARROS LIMA,,,ILHA JOANA BEZERRA,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0
809,202308123,2023-04-13 0:00:00,3:47:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO PRINCIPE,,RUA AFONSO PENA,BOA VISTA,CIDADE,,1,0,0,0,1,0,0,0,0
810,202308126,2023-04-13 0:00:00,4:59:00,COM VÍTIMA,FINALIZADA,ILHA JOANA BEZERRA,PTE JOSE DE BARROS LIMA,,SENTIDO DERBY,ILHA JOANA BEZERRA,,ATROPELAMENTO DE PESSOA,0,0,0,1,0,0,0,1,0
811,202308143,2023-04-13 0:00:00,10:22:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA SARGENTO SILVINO DE MACEDO,RUA JOSE DA SILVA LUCENA,PRÓXIMO AO CAMPO,IMBIRIBEIRA,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0
812,202308182,2023-04-14 0:00:00,11:21:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,ACESSO A ANTONIO FALCÃO,BOA VIAGEM,,CHOQUE,1,0,0,0,0,0,0,1,0
813,202308186,2023-04-14 0:00:00,11:38:00,COM VÍTIMA,FINALIZADA,VÁRZEA,RUA PROFESSOR ANTONIO COELHO,RUA EMILIANO BRAGA,PRÓX. AO COLÉGIO E CURSO DESAFIO,VÁRZEA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
814,202308187,2023-04-14 0:00:00,11:38:00,SEM VÍTIMA,FINALIZADA,ESTÂNCIA,AV DR JOSE RUFINO,,,ESTÂNCIA,CIDADE,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0
815,202308188,2023-04-14 0:00:00,11:42:00,SEM VÍTIMA,FINALIZADA,PASSARINHO,AV CONCRIS,,E/F ESCOLA MUNICIPAL MARLUCE SANTIAGO DA SILVA,PASSARINHO,SUBURBIO,COLISÃO TRANSVERSAL,1,0,0,0,0,0,1,0,0
816,202308195,2023-04-14 0:00:00,1:19:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,,EM FRENTE AO PARQUE APIPUCOS,APIPUCOS,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
817,202308248,2023-04-14 0:00:00,8:23:00,COM VÍTIMA,FINALIZADA,DOIS IRMÃOS,RUA MANUEL DE MEDEIROS,,EM FRENTE AO BAR DA CURVA,DOIS IRMÃOS,SUBURBIO,COLISÃO LATERAL,0,1,0,0,0,1,0,1,0
818,202308305,2023-04-15 0:00:00,11:24:00,COM VÍTIMA,FINALIZADA,ROSARINHO,AV SANTOS DUMONT,RUA CAIO PEREIRA,PROX. AO EDF. ARTEMIS,ROSARINHO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
819,202308307,2023-04-15 0:00:00,11:46:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,PROX AO POSTO DE GASOLINA JOÃO DIAS,AFOGADOS,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
820,202308316,2023-04-15 0:00:00,1:52:00,COM VÍTIMA,FINALIZADA,JOANA BEZERRA,AV SUL,,ENFRENTE AO POSTO BR,JOANA BEZERRA,,COLISÃO LATERAL,0,1,0,0,1,0,0,1,0
821,202308340,2023-04-15 0:00:00,7:51:00,COM VÍTIMA,FINALIZADA,PINA,AVENIDA CELSO FURTADO (VIA MANGUE),,POR TRÁS DO AÇAÍ ATACADISTA,PINA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
822,202308345,2023-04-15 0:00:00,10:01:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DEZ DE JULHO,RUA CAMBOIM,PRÓXIMO A ESTAÇÃO DO AEROPORTO,BOA VIAGEM,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,2,0
823,202308348,2023-04-16 0:00:00,1:02:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,AV PINHEIROS,GRILLO HOME CENTER,IMBIRIBEIRA,CIDADE,COLISÃO TRANSVERSAL,1,0,0,0,1,0,0,0,0
824,202308362,2023-04-16 0:00:00,8:31:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,,EM FRENTE A FACULDADE IMACULADA CONCEIÇÃO DO RECIFE,IPUTINGA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,2,0
825,202308372,2023-04-16 0:00:00,1:36:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,FLOR ARTE,IMBIRIBEIRA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
826,202308375,2023-04-16 0:00:00,3:07:00,COM VÍTIMA,FINALIZADA,IBURA,AV JORNALISTA COSTA PORTO,,EM FRENTE A ASSEMBLEIA DE DEUS CAMPOS JORDÃO,IBURA,,COLISÃO FRONTAL,0,1,0,0,1,0,0,1,0
827,202308377,2023-04-16 0:00:00,3:20:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,ORTODENTE / PRAÇA DO DERBY,DERBY,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
828,202308386,2023-04-16 0:00:00,5:30:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,PANIFICADORA DELICATESSEN CARMEM,BOA VIAGEM,,COLISÃO LATERAL,1,0,0,0,1,0,0,0,0
829,202308388,2023-04-16 0:00:00,5:56:00,COM VÍTIMA,FINALIZADA,VÁRZEA,RUA MARIO CAMPELO,,RUA RESIDENCIAL,VÁRZEA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0
830,202308407,2023-04-16 0:00:00,10:55:00,SEM VÍTIMA,CANCELADA,IPUTINGA,RUA LEAL DE BARROS,,PRÓX. À PIZZARIA PAULIYNE,IPUTINGA,,COLISÃO TRASEIRA,2,1,0,0,0,0,0,0,0
831,202308408,2023-04-16 0:00:00,11:38:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV ANTONIO DE GOES,,EM CIMA DA PONTE,BOA VIAGEM,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0
832,202308413,2023-04-17 0:00:00,6:55:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA JEAN EMILE FAVRE,,EM FRENTE A UNIFBV,IPSEP,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
833,202308418,2023-04-17 0:00:00,7:32:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,"EM CIMA DO VIADUTO, APOS O ARMAZEM CORAL, SENT. AEROPORTO",IPSEP,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
834,202308425,2023-04-17 0:00:00,8:02:00,COM VÍTIMA,FINALIZADA,ESTÂNCIA,AV DR JOSE RUFINO,VIADUTO ULYSSES GUIMARAES,LOCAL DO SINISTRO VIADUTO ULYSSES GUIMARAES - REF. AO LADO DO ARMAZEM CORAL,ESTÂNCIA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
835,202308433,2023-04-17 0:00:00,8:26:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,EM FRENTE  A PADARIA,BOA VIAGEM,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0
836,202308451,2023-04-17 0:00:00,11:11:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,EST DE BELEM,,EM FRENTE À QUITANDARIA,ENCRUZILHADA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
837,202308459,2023-04-17 0:00:00,12:14:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,VDO INDEPENDENCIA,VIADUTO SOBRE À AV. JOÃO DE BARROS,SANTO AMARO,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,2,0
838,202308468,2023-04-17 0:00:00,1:18:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,VIADUTO TANCREDO NEVES,,SOBRE O VIADUTO: SENTIDO BOA VIAGEM,IMBIRIBEIRA,,QUEDA,1,1,0,0,0,0,0,1,0
839,202308483,2023-04-17 0:00:00,4:35:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA CORACAO DE MARIA,,16º BPM,SÃO JOSÉ,SUBURBIO,,1,0,0,0,0,0,1,0,0
840,202308496,2023-04-17 0:00:00,6:43:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV MANOEL BORBA,,POSTO BR MANIA,BOA VISTA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
841,202308500,2023-04-17 0:00:00,7:31:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA HELIO BRANDAO,RUA ARISTIDES LOBO,COLÉGIO JOSÉ VICENTE,IPSEP,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
842,202308515,2023-04-18 0:00:00,7:12:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV BEBERIBE,,PROX AO BANCO DO BRAZIL,ENCRUZILHADA,,QUEDA,0,1,0,0,0,0,0,1,0
843,202308526,2023-04-18 0:00:00,9:16:00,COM VÍTIMA,FINALIZADA,CORDEIRO,EST DO FORTE DO ARRAIAL N. DO B. JESUS,,PROX. AO COLEGIO ANGLO,CORDEIRO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
844,202308559,2023-04-18 0:00:00,4:30:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,RUA DA SOLEDADE,NO SEMAFORO 025,BOA VISTA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
845,202308588,2023-04-19 0:00:00,7:05:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DES JOAO PAES,RUA CORONEL ANIZIO RODRIGUES COELHO,POR TRAS DO RESTAURANTE ESCRITORIO ZONA SUL,BOA VIAGEM,,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0
846,202308621,2023-04-19 0:00:00,10:57:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV PRESIDENTE DUTRA,,SOBRE O VD TANCREDO NEVES,IMBIRIBEIRA,,QUEDA,0,1,0,0,0,0,0,1,0
847,202308625,2023-04-19 0:00:00,11:10:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,EM FRENTE A CALOS EQUIPADORA,IPSEP,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
848,202308635,2023-04-19 0:00:00,12:37:00,COM VÍTIMA,FINALIZADA,MONTEIRO,AV DEZESSETE DE AGOSTO,,EM FRENTE AO HOSPITAL HERMINIO DE MORAES Q,MONTEIRO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
849,202308648,2023-04-19 0:00:00,2:36:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,E/F AO INSTITUTO JOSE ROCHA DE SÁ  S/T  BOA VIAGEM,DERBY,,COLISÃO LATERAL,2,1,0,0,0,0,0,1,0
850,202308649,2023-04-19 0:00:00,2:36:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,LADO OPOSTO A FERREIRA COSTA E PROXIMO AO BANCO DO BRASIL/ SENTIDO AEROPORTO,IMBIRIBEIRA,,COLISÃO TRASEIRA,1,0,0,0,0,0,1,1,0
851,202308660,2023-04-19 0:00:00,5:05:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,RUA HENRIQUE DIAS,O VEÍCULO SE EVADIU DO LOCAL,DERBY,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
852,202308661,2023-04-19 0:00:00,5:28:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,LADO OPOSTO AO GERALDÃO,IMBIRIBEIRA,,QUEDA,0,0,0,0,0,0,0,1,0
853,202308664,2023-04-19 0:00:00,5:43:00,SEM VÍTIMA,FINALIZADA,ILHA JOANA BEZERRA,AV BEIRA RIO,,ACADEMIA DA CIDADE,ILHA JOANA BEZERRA,SUBURBIO,,1,1,0,0,0,0,0,0,0
854,202308665,2023-04-19 0:00:00,5:48:00,COM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,,EM FRENTE A GLOBAL ASSINTENCIA TECNICA,PINA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
855,202308677,2023-04-19 0:00:00,8:06:00,COM VÍTIMA,CANCELADA,VASCO DA GAMA,RUA ALTO DO EUCALIPTO,,,VASCO DA GAMA,,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
856,202308693,2023-04-20 0:00:00,6:45:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,AO LADO DO TACARUNA APOS A CURVA,SANTO AMARO,,COLISÃO LATERAL,0,1,0,0,1,0,0,2,0
857,202308695,2023-04-20 0:00:00,7:19:00,COM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,EM FRENTE A AUTO PEÇAS FR,BONGI,CIDADE,CHOQUE,1,0,0,0,1,0,0,1,0
858,202308700,2023-04-20 0:00:00,7:57:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,AV CONS ROSA E SILVA,,EM FRENTE AO POSTO DE GASOLINA SHELL,TAMARINEIRA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
859,202308712,2023-04-20 0:00:00,9:32:00,SEM VÍTIMA,FINALIZADA,TOTÓ,RUA APRIGIO GUIMARAES,,HOSPITAL OTÁVIO DE FREITAS,TOTÓ,,COLISÃO FRONTAL,0,1,0,0,0,0,1,0,0
860,202308726,2023-04-20 0:00:00,11:59:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,AV GENERAL SAN MARTIN,AO LADO DO COMPAZ,SAN MARTIN,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
861,202308739,2023-04-20 0:00:00,2:30:00,SEM VÍTIMA,FINALIZADA,TAMARINEIRA,RUA CONEGO BARATA,,"EM FRENTE PARA A ANTIGA PADARIA MANAR, SENTIDO ÁGUA FRIA",TAMARINEIRA,,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0
862,202308746,2023-04-20 0:00:00,4:33:00,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,AV RECIFE,,DE FRENTE AO AÇAI ATACADISTA,JARDIM SÃO PAULO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
863,202308747,2023-04-20 0:00:00,4:45:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,,"EM FRENTE A  PAJEÚ VEICULOS, SEMAFORO 267.",CORDEIRO,SUBURBIO,COLISÃO TRASEIRA,0,2,0,0,0,0,0,2,0
864,202308752,2023-04-20 0:00:00,5:29:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV DES JOSE NEVES,RUA DES JOAO PAES,PROXIMO AO SEMÁFORO 567 E A FERREIRA PINTO,BOA VIAGEM,,ATROPELAMENTO DE PESSOA,1,0,0,1,0,0,0,1,0
865,202308753,2023-04-20 0:00:00,6:16:00,SEM VÍTIMA,CANCELADA,DERBY,PRC DO DERBY,,AO LADO DO QUARTEL DA POLICIA MILITAR,DERBY,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0
866,202308754,2023-04-20 0:00:00,6:18:00,COM VÍTIMA,CANCELADA,AREIAS,AV DR JOSE RUFINO,,ESCOLA JOSÉ MARIANO,AREIAS,,COLISÃO LATERAL,0,2,0,0,0,0,0,2,0
867,202308767,2023-04-21 0:00:00,1:47:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA JERONIMO VILELA,RUA FRANKLIN TAVORA,COM A RUA FRANKLIN TÁVORA,CAMPO GRANDE,,COLISÃO FRONTAL,0,1,0,0,1,0,0,1,0
868,202308790,2023-04-21 0:00:00,12:54:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA ARLINDO GOUVEIA,,EDF SANTA MARIA,MADALENA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
869,202308792,2023-04-21 0:00:00,2:06:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,,EM FRENTE AO CITRO CAR,CAXANGÁ,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
870,202308794,2023-04-21 0:00:00,2:49:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,,EM FRENTE AO BANCO ITAU,CAXANGÁ,,COLISÃO LATERAL,0,2,0,0,0,0,0,1,0
871,202308808,2023-04-21 0:00:00,8:23:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,,PRÓXIMO AO HOSPITAL GETÚLIO VARGAS,CORDEIRO,,COLISÃO LATERAL,1,2,0,0,0,0,0,3,0
872,202308822,2023-04-22 0:00:00,9:39:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,AV GUARARAPES,AV DANTAS BARRETO,PROX A PRAÇA DO DIARIO,SANTO ANTÔNIO,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
873,202308825,2023-04-22 0:00:00,10:43:00,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,RUA GENERAL JOAQUIM INACIO,,ENTRE O BANCO SAFRA E ITAU,ILHA DO LEITE,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
874,202308842,2023-04-22 0:00:00,4:03:00,COM VÍTIMA,CANCELADA,ÁGUA FRIA,EST VELHA DE AGUA FRIA,,DENOCS / FIAT,ÁGUA FRIA,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0
875,202308843,2023-04-22 0:00:00,4:20:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA QUARENTA E OITO,,POSTO BR,ESPINHEIRO,,COLISÃO LATERAL,1,2,0,0,0,0,0,1,0
876,202308846,2023-04-22 0:00:00,4:51:00,SEM VÍTIMA,FINALIZADA,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,,MADALENA,CIDADE,,0,1,0,0,0,0,1,0,0
877,202308851,2023-04-22 0:00:00,5:18:00,COM VÍTIMA,CANCELADA,IMBIRIBEIRA,RUA JOSE DA SILVA LUCENA,RUA SARGENTO SILVINO DE MACEDO,LITIGIO / 1 TELECOM,IMBIRIBEIRA,,COLISÃO FRONTAL,2,0,0,0,0,0,0,1,0
878,202308852,2023-04-22 0:00:00,5:21:00,COM VÍTIMA,FINALIZADA,PINA,RUA MANOEL DE BRITO,,NA ENTRADA DO TUNEL E SAIDA DO RIO MAR,PINA,,QUEDA,0,1,0,0,0,0,0,1,0
879,202308862,2023-04-22 0:00:00,8:42:00,SEM VÍTIMA,FINALIZADA,MANGUEIRA,AV CENTRAL,,ESTAÇÃO MANGUEIRA,MANGUEIRA,CIDADE,CHOQUE,0,0,0,0,0,0,1,0,0
880,202308864,2023-04-22 0:00:00,10:50:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA JEAN EMILE FAVRE,,EM FRENTE A DELEGACIA,IPSEP,,COLISÃO TRASEIRA,1,0,1,0,1,0,0,1,0
881,202308865,2023-04-23 0:00:00,12:07:00,COM VÍTIMA,CANCELADA,AREIAS,AV TAPAJOS,AV RECIFE,PRÓXIMO AO POSTO BR,AREIAS,,COLISÃO FRONTAL,0,2,0,0,0,0,0,3,0
882,202308896,2023-04-23 0:00:00,1:33:00,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,AV RECIFE,,EM FRENTE AO BARATÃO DAS EMBALAGEM,JARDIM SÃO PAULO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
883,202308900,2023-04-23 0:00:00,2:05:00,COM VÍTIMA,FINALIZADA,IBURA,RUA VALE DO ITAJAI,,NO TERMINAL DO UR5,IBURA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
884,202308901,2023-04-23 0:00:00,3:03:00,COM VÍTIMA,FINALIZADA,DOIS IRMÃOS,RUA DOIS IRMAOS,,EM FRENTE AO SEMAFORO,DOIS IRMÃOS,,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0
885,202308928,2023-04-24 0:00:00,5:31:00,COM VÍTIMA,FINALIZADA,AFOGADOS,PTE DO MOTOCOLOMBO,,,AFOGADOS,CIDADE,COLISÃO FRONTAL,0,0,0,0,0,0,0,1,0
886,202308931,2023-04-24 0:00:00,5:44:00,SEM VÍTIMA,FINALIZADA,AREIAS,RUA DOS PRAZERES,,,AREIAS,,APOIO CELPE,0,0,0,0,0,0,0,0,0
887,202308935,2023-04-24 0:00:00,6:22:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA JENER DE SOUZA,PRC DO DERBY,,DERBY,,,1,0,0,0,1,0,0,0,0
888,202308944,2023-04-24 0:00:00,7:55:00,COM VÍTIMA,FINALIZADA,PINA,RUA MANOEL DE BRITO,,TÚNEL JOSUE DE CASTRO,PINA,,QUEDA,0,1,0,0,0,0,0,1,0
889,202308948,2023-04-24 0:00:00,9:08:00,COM VÍTIMA,FINALIZADA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,,PROXIMO A DLP BEDIDAS,TORRÕES,,COLISÃO FRONTAL,2,1,0,0,0,0,0,2,0
890,202308964,2023-04-24 0:00:00,12:48:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,,ESCOLA DE ENFERMAGEM SÃO CAETANO,IMBIRIBEIRA,,COLISÃO LATERAL,0,1,0,0,0,1,0,1,0
891,202308971,2023-04-24 0:00:00,2:02:00,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,RUA MARQUES AMORIM,RUA ESPERANTO,POR TRAS DA UNIMED 3,ILHA DO LEITE,,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0
892,202308976,2023-04-24 0:00:00,2:58:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,E/F AO GERALDÃO S/T CID,IMBIRIBEIRA,,CHOQUE,0,0,0,0,0,0,0,1,0
893,202308982,2023-04-24 0:00:00,4:05:00,COM VÍTIMA,FINALIZADA,JOANA BEZERRA,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO FORUM JOANA BEZERRA,JOANA BEZERRA,OLINDA,QUEDA,0,1,0,0,0,0,0,2,0
894,202308986,2023-04-24 0:00:00,4:46:00,COM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,,EM FRENTE AO HOPSITAL DO IDOSO/ SENTIDO AEROPORTO,AREIAS,,COLISÃO TRASEIRA,0,1,0,0,1,0,0,1,0
895,202308988,2023-04-24 0:00:00,4:53:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EM FRENTE A FLOR ARTE,IMBIRIBEIRA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
896,202308991,2023-04-24 0:00:00,5:32:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,PROX AO HOTEL PLAZA  E/F AO EDF PRINCIPE DE MARSALA,BOA VIAGEM,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
897,202308992,2023-04-24 0:00:00,5:40:00,COM VÍTIMA,FINALIZADA,DERBY,RUA FELICIANO GOMES,RUA DA BAIXA VERDE,ESQUINA DA CLINICA ORAL SIN E O BORIS BERENSTEIN,DERBY,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
898,202308993,2023-04-24 0:00:00,5:52:00,COM VÍTIMA,CANCELADA,DOIS IRMÃOS,RUA DOIS IRMAOS,,AO LADO DO MOTEL SENZALA,DOIS IRMÃOS,,COLISÃO LATERAL,0,1,0,0,0,1,0,1,0
